Schema,Table,FullTableName,Position,Field,DataType,Key,Nullable,Description,TableDescription,SapReference,SourceFile
cfg,AccountDeterminationRule,cfg.AccountDeterminationRule,14,CreatedBy,nvarchar(64),,no,Creating user name,"Automatic account determination (tax, gain/loss, clearing, retained earnings)",T030,02_configuration.md
cfg,AccountDeterminationRule,cfg.AccountDeterminationRule,15,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),"Automatic account determination (tax, gain/loss, clearing, retained earnings)",T030,02_configuration.md
cfg,AccountDeterminationRule,cfg.AccountDeterminationRule,16,ModifiedBy,nvarchar(64),,yes,Last changing user name,"Automatic account determination (tax, gain/loss, clearing, retained earnings)",T030,02_configuration.md
cfg,AccountDeterminationRule,cfg.AccountDeterminationRule,17,RowVersion,rowversion,,no,Optimistic concurrency token,"Automatic account determination (tax, gain/loss, clearing, retained earnings)",T030,02_configuration.md
cfg,AccountDeterminationRule,cfg.AccountDeterminationRule,18,IsActive,bit,,no,Soft-delete / active flag (master + config only),"Automatic account determination (tax, gain/loss, clearing, retained earnings)",T030,02_configuration.md
cfg,FinancialStatementVersion,cfg.FinancialStatementVersion,1,Id,bigint,PK,no,Surrogate key,Financial statement version,T011,02_configuration.md
cfg,FinancialStatementVersion,cfg.FinancialStatementVersion,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Financial statement version,T011,02_configuration.md
cfg,FinancialStatementVersion,cfg.FinancialStatementVersion,3,FinancialStatementVersion,nvarchar(4),AK,no,Version key,Financial statement version,T011,02_configuration.md
cfg,FinancialStatementVersion,cfg.FinancialStatementVersion,4,Name,nvarchar(60),,no,Description,Financial statement version,T011,02_configuration.md
cfg,FinancialStatementVersion,cfg.FinancialStatementVersion,5,ChartOfAccountsId,bigint,FK,yes,Chart of accounts (null = account-group based),Financial statement version,T011,02_configuration.md
cfg,FinancialStatementVersion,cfg.FinancialStatementVersion,6,MaintenanceLanguage,nvarchar(2),FK,no,Language of node texts,Financial statement version,T011,02_configuration.md
cfg,FinancialStatementVersion,cfg.FinancialStatementVersion,7,IsGroupAccountVersion,bit,,no,Built on group accounts,Financial statement version,T011,02_configuration.md
cfg,FinancialStatementVersion,cfg.FinancialStatementVersion,8,AccountingPrincipleId,bigint,FK,yes,Accounting principle presented,Financial statement version,T011,02_configuration.md
cfg,FinancialStatementVersion,cfg.FinancialStatementVersion,9,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Financial statement version,T011,02_configuration.md
cfg,FinancialStatementVersion,cfg.FinancialStatementVersion,10,CreatedBy,nvarchar(64),,no,Creating user name,Financial statement version,T011,02_configuration.md
cfg,FinancialStatementVersion,cfg.FinancialStatementVersion,11,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Financial statement version,T011,02_configuration.md
cfg,FinancialStatementVersion,cfg.FinancialStatementVersion,12,ModifiedBy,nvarchar(64),,yes,Last changing user name,Financial statement version,T011,02_configuration.md
cfg,FinancialStatementVersion,cfg.FinancialStatementVersion,13,RowVersion,rowversion,,no,Optimistic concurrency token,Financial statement version,T011,02_configuration.md
cfg,FinancialStatementVersion,cfg.FinancialStatementVersion,14,IsActive,bit,,no,Soft-delete / active flag (master + config only),Financial statement version,T011,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,1,Id,bigint,PK,no,Surrogate key,Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,3,FinancialStatementVersionId,bigint,"AK,FK",no,Owning version,Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,4,NodeCode,nvarchar(20),AK,no,Node key,Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,5,ParentNodeId,bigint,FK,yes,Parent node,Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,6,NodeText,nvarchar(60),,no,Node description,Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,7,DisplayOrder,int,,no,Sort order among siblings,Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,8,NodeType,nvarchar(20),,no,"`Header`, `Total`, `AccountGroup`, `NotAssigned`, `PLResult`",Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,9,Section,nvarchar(20),,no,"`Assets`, `Liabilities`, `Income`, `Expense`",Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,10,DebitCreditShift,bit,,no,Move balance to the opposite side when the sign flips,Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,11,TotalNodeCode,nvarchar(20),,yes,Node receiving the total,Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,12,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,13,CreatedBy,nvarchar(64),,no,Creating user name,Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,14,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,15,ModifiedBy,nvarchar(64),,yes,Last changing user name,Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,16,RowVersion,rowversion,,no,Optimistic concurrency token,Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNode,cfg.FinancialStatementNode,17,IsActive,bit,,no,Soft-delete / active flag (master + config only),Hierarchy node of a financial statement version,`T011` structure,02_configuration.md
cfg,FinancialStatementNodeAccount,cfg.FinancialStatementNodeAccount,1,Id,bigint,PK,no,Surrogate key,Accounts assigned to a statement node,`T011` account assignment,02_configuration.md
cfg,FinancialStatementNodeAccount,cfg.FinancialStatementNodeAccount,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Accounts assigned to a statement node,`T011` account assignment,02_configuration.md
cfg,FinancialStatementNodeAccount,cfg.FinancialStatementNodeAccount,3,FinancialStatementNodeId,bigint,"AK,FK",no,Node,Accounts assigned to a statement node,`T011` account assignment,02_configuration.md
cfg,FinancialStatementNodeAccount,cfg.FinancialStatementNodeAccount,4,FromGLAccount,nvarchar(10),AK,no,Lower account limit,Accounts assigned to a statement node,`T011` account assignment,02_configuration.md
cfg,FinancialStatementNodeAccount,cfg.FinancialStatementNodeAccount,5,ToGLAccount,nvarchar(10),,no,Upper account limit,Accounts assigned to a statement node,`T011` account assignment,02_configuration.md
cfg,FinancialStatementNodeAccount,cfg.FinancialStatementNodeAccount,6,BalanceSide,nvarchar(10),,no,"`Debit`, `Credit`, `Both`",Accounts assigned to a statement node,`T011` account assignment,02_configuration.md
cfg,FinancialStatementNodeAccount,cfg.FinancialStatementNodeAccount,7,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Accounts assigned to a statement node,`T011` account assignment,02_configuration.md
cfg,FinancialStatementNodeAccount,cfg.FinancialStatementNodeAccount,8,CreatedBy,nvarchar(64),,no,Creating user name,Accounts assigned to a statement node,`T011` account assignment,02_configuration.md
cfg,FinancialStatementNodeAccount,cfg.FinancialStatementNodeAccount,9,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Accounts assigned to a statement node,`T011` account assignment,02_configuration.md
cfg,FinancialStatementNodeAccount,cfg.FinancialStatementNodeAccount,10,ModifiedBy,nvarchar(64),,yes,Last changing user name,Accounts assigned to a statement node,`T011` account assignment,02_configuration.md
cfg,FinancialStatementNodeAccount,cfg.FinancialStatementNodeAccount,11,RowVersion,rowversion,,no,Optimistic concurrency token,Accounts assigned to a statement node,`T011` account assignment,02_configuration.md
cfg,FinancialStatementNodeAccount,cfg.FinancialStatementNodeAccount,12,IsActive,bit,,no,Soft-delete / active flag (master + config only),Accounts assigned to a statement node,`T011` account assignment,02_configuration.md
cfg,SpecialGLIndicator,cfg.SpecialGLIndicator,1,Id,bigint,PK,no,Surrogate key,"Special G/L indicator (down payments, guarantees)",T074U,02_configuration.md
cfg,SpecialGLIndicator,cfg.SpecialGLIndicator,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,"Special G/L indicator (down payments, guarantees)",T074U,02_configuration.md
cfg,SpecialGLIndicator,cfg.SpecialGLIndicator,3,AccountType,nvarchar(1),AK,no,"`D` customer, `K` vendor","Special G/L indicator (down payments, guarantees)",T074U,02_configuration.md
cfg,SpecialGLIndicator,cfg.SpecialGLIndicator,4,SpecialGLIndicator,nvarchar(1),AK,no,"Indicator, e.g. `A` down payment, `F` request","Special G/L indicator (down payments, guarantees)",T074U,02_configuration.md
cfg,SpecialGLIndicator,cfg.SpecialGLIndicator,5,Name,nvarchar(60),,no,Description,"Special G/L indicator (down payments, guarantees)",T074U,02_configuration.md
cfg,SpecialGLIndicator,cfg.SpecialGLIndicator,6,SpecialGLType,nvarchar(20),,no,"`DownPayment`, `BillOfExchange`, `Other`, `Noted`","Special G/L indicator (down payments, guarantees)",T074U,02_configuration.md
cfg,SpecialGLIndicator,cfg.SpecialGLIndicator,7,IsNotedItem,bit,,no,Noted item (no G/L update),"Special G/L indicator (down payments, guarantees)",T074U,02_configuration.md
cfg,SpecialGLIndicator,cfg.SpecialGLIndicator,8,IsFreeOffsettingEntry,bit,,no,Free offsetting entry allowed,"Special G/L indicator (down payments, guarantees)",T074U,02_configuration.md
cfg,SpecialGLIndicator,cfg.SpecialGLIndicator,9,TargetSpecialGLIndicator,nvarchar(1),,yes,Target indicator on transfer,"Special G/L indicator (down payments, guarantees)",T074U,02_configuration.md
cfg,SpecialGLIndicator,cfg.SpecialGLIndicator,10,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),"Special G/L indicator (down payments, guarantees)",T074U,02_configuration.md
cfg,SpecialGLIndicator,cfg.SpecialGLIndicator,11,CreatedBy,nvarchar(64),,no,Creating user name,"Special G/L indicator (down payments, guarantees)",T074U,02_configuration.md
cfg,SpecialGLIndicator,cfg.SpecialGLIndicator,12,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),"Special G/L indicator (down payments, guarantees)",T074U,02_configuration.md
cfg,SpecialGLIndicator,cfg.SpecialGLIndicator,13,ModifiedBy,nvarchar(64),,yes,Last changing user name,"Special G/L indicator (down payments, guarantees)",T074U,02_configuration.md
cfg,SpecialGLIndicator,cfg.SpecialGLIndicator,14,RowVersion,rowversion,,no,Optimistic concurrency token,"Special G/L indicator (down payments, guarantees)",T074U,02_configuration.md
cfg,SpecialGLIndicator,cfg.SpecialGLIndicator,15,IsActive,bit,,no,Soft-delete / active flag (master + config only),"Special G/L indicator (down payments, guarantees)",T074U,02_configuration.md
cfg,SpecialGLAccount,cfg.SpecialGLAccount,1,Id,bigint,PK,no,Surrogate key,Reconciliation account per special G/L indicator,T074,02_configuration.md
cfg,SpecialGLAccount,cfg.SpecialGLAccount,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Reconciliation account per special G/L indicator,T074,02_configuration.md
cfg,SpecialGLAccount,cfg.SpecialGLAccount,3,ChartOfAccountsId,bigint,"AK,FK",no,Chart of accounts,Reconciliation account per special G/L indicator,T074,02_configuration.md
cfg,SpecialGLAccount,cfg.SpecialGLAccount,4,SpecialGLIndicatorId,bigint,"AK,FK",no,Special G/L indicator,Reconciliation account per special G/L indicator,T074,02_configuration.md
cfg,SpecialGLAccount,cfg.SpecialGLAccount,5,ReconciliationGLAccountId,bigint,"AK,FK",no,Normal reconciliation account,Reconciliation account per special G/L indicator,T074,02_configuration.md
cfg,SpecialGLAccount,cfg.SpecialGLAccount,6,SpecialGLAccountId,bigint,FK,no,Alternative reconciliation account,Reconciliation account per special G/L indicator,T074,02_configuration.md
cfg,SpecialGLAccount,cfg.SpecialGLAccount,7,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Reconciliation account per special G/L indicator,T074,02_configuration.md
cfg,SpecialGLAccount,cfg.SpecialGLAccount,8,CreatedBy,nvarchar(64),,no,Creating user name,Reconciliation account per special G/L indicator,T074,02_configuration.md
cfg,SpecialGLAccount,cfg.SpecialGLAccount,9,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Reconciliation account per special G/L indicator,T074,02_configuration.md
cfg,SpecialGLAccount,cfg.SpecialGLAccount,10,ModifiedBy,nvarchar(64),,yes,Last changing user name,Reconciliation account per special G/L indicator,T074,02_configuration.md
cfg,SpecialGLAccount,cfg.SpecialGLAccount,11,RowVersion,rowversion,,no,Optimistic concurrency token,Reconciliation account per special G/L indicator,T074,02_configuration.md
cfg,SpecialGLAccount,cfg.SpecialGLAccount,12,IsActive,bit,,no,Soft-delete / active flag (master + config only),Reconciliation account per special G/L indicator,T074,02_configuration.md
cfg,CorrespondenceForm,cfg.CorrespondenceForm,1,Id,bigint,PK,no,Surrogate key,"Print form for invoices, statements, dunning letters",T048,02_configuration.md
cfg,CorrespondenceForm,cfg.CorrespondenceForm,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,"Print form for invoices, statements, dunning letters",T048,02_configuration.md
cfg,CorrespondenceForm,cfg.CorrespondenceForm,3,FormCode,nvarchar(20),AK,no,Form key,"Print form for invoices, statements, dunning letters",T048,02_configuration.md
cfg,CorrespondenceForm,cfg.CorrespondenceForm,4,LanguageCode,nvarchar(2),"AK,FK",no,Form language,"Print form for invoices, statements, dunning letters",T048,02_configuration.md
cfg,CorrespondenceForm,cfg.CorrespondenceForm,5,Name,nvarchar(60),,no,Description,"Print form for invoices, statements, dunning letters",T048,02_configuration.md
cfg,CorrespondenceForm,cfg.CorrespondenceForm,6,CorrespondenceType,nvarchar(20),,no,"`Invoice`, `Statement`, `Dunning`, `PaymentAdvice`","Print form for invoices, statements, dunning letters",T048,02_configuration.md
cfg,CorrespondenceForm,cfg.CorrespondenceForm,7,TemplateBody,nvarchar(max),,yes,Template source (HTML/Razor),"Print form for invoices, statements, dunning letters",T048,02_configuration.md
cfg,CorrespondenceForm,cfg.CorrespondenceForm,8,OutputFormat,nvarchar(10),,no,"`PDF`, `HTML`, `CSV`","Print form for invoices, statements, dunning letters",T048,02_configuration.md
cfg,CorrespondenceForm,cfg.CorrespondenceForm,9,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),"Print form for invoices, statements, dunning letters",T048,02_configuration.md
cfg,CorrespondenceForm,cfg.CorrespondenceForm,10,CreatedBy,nvarchar(64),,no,Creating user name,"Print form for invoices, statements, dunning letters",T048,02_configuration.md
cfg,CorrespondenceForm,cfg.CorrespondenceForm,11,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),"Print form for invoices, statements, dunning letters",T048,02_configuration.md
cfg,CorrespondenceForm,cfg.CorrespondenceForm,12,ModifiedBy,nvarchar(64),,yes,Last changing user name,"Print form for invoices, statements, dunning letters",T048,02_configuration.md
cfg,CorrespondenceForm,cfg.CorrespondenceForm,13,RowVersion,rowversion,,no,Optimistic concurrency token,"Print form for invoices, statements, dunning letters",T048,02_configuration.md
cfg,CorrespondenceForm,cfg.CorrespondenceForm,14,IsActive,bit,,no,Soft-delete / active flag (master + config only),"Print form for invoices, statements, dunning letters",T048,02_configuration.md
cfg,DictionaryObject,cfg.DictionaryObject,1,Id,bigint,PK,no,Surrogate key,Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,3,ObjectType,nvarchar(20),AK,no,"`Table`, `View`, `Structure`, `Domain`, `DataElement`, `SearchHelp`, `LockObject`, `Index`",Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,4,ObjectName,nvarchar(64),AK,no,"Object name, e.g. `fin.JournalEntryLine`, `ZCANE_CONTRACT`",Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,5,ShortDescription,nvarchar(255),,no,Description shown in the object list,Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,6,Package,nvarchar(40),,yes,Development package / module,Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,7,Status,nvarchar(20),,no,"`Draft`, `Checked`, `Active`, `Inactive`, `Deprecated`",Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,8,IsCustomObject,bit,,no,`Z*` / `Y*` object,Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,9,NamespacePrefix,nvarchar(4),,yes,"`Z`, `Y`, `ZZ`",Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,10,ResponsibleUser,nvarchar(64),,yes,Owner,Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,11,LastActivatedAt,datetime2(3),,yes,Last successful activation (UTC),Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,12,LastActivatedBy,nvarchar(64),,yes,Activating user,Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,13,ActiveVersion,int,,no,Version currently active,Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,14,DraftVersion,int,,no,Highest draft version,Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,15,DocumentationText,nvarchar(max),,yes,Object documentation,Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,16,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,17,CreatedBy,nvarchar(64),,no,Creating user name,Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,18,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,19,ModifiedBy,nvarchar(64),,yes,Last changing user name,Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,20,RowVersion,rowversion,,no,Optimistic concurrency token,Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryObject,cfg.DictionaryObject,21,IsActive,bit,,no,Soft-delete / active flag (master + config only),Registry of every dictionary object and its activation status,,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,1,Id,bigint,PK,no,Surrogate key,"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,3,DomainName,nvarchar(64),AK,no,"Domain name, e.g. `D_AMOUNT`","Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,4,ShortDescription,nvarchar(255),,no,Description,"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,5,DataType,nvarchar(20),,no,"Logical type: `CHAR`, `NUMC`, `DEC`, `INT`, `DATE`, `TIME`, `BOOL`, `GUID`, `CLOB`","Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,6,SqlType,nvarchar(40),,no,"Generated SQL Server type, e.g. `decimal(19,4)`","Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,7,Length,int,,yes,Field length,"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,8,DecimalPlaces,tinyint,,yes,Number of decimals,"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,9,IsSigned,bit,,no,Negative values allowed,"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,10,OutputLength,int,,yes,Display length,"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,11,ConversionRoutine,nvarchar(20),,yes,"Conversion exit, e.g. leading-zero handling","Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,12,CaseSensitive,bit,,no,Lower case permitted,"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,13,ValueTableName,nvarchar(64),,yes,Value (check) table,"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,14,HasFixedValues,bit,,no,Fixed value list maintained,"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,15,LowerLimit,nvarchar(40),,yes,Lower interval limit,"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,16,UpperLimit,nvarchar(40),,yes,Upper interval limit,"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,17,Status,nvarchar(20),,no,Activation status,"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,18,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,19,CreatedBy,nvarchar(64),,no,Creating user name,"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,20,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,21,ModifiedBy,nvarchar(64),,yes,Last changing user name,"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,22,RowVersion,rowversion,,no,Optimistic concurrency token,"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomain,cfg.DictionaryDomain,23,IsActive,bit,,no,Soft-delete / active flag (master + config only),"Domain — technical type, length, value range",,03_data_dictionary.md
cfg,DictionaryDomainValue,cfg.DictionaryDomainValue,1,Id,bigint,PK,no,Surrogate key,Fixed value or value range of a domain,,03_data_dictionary.md
cfg,DictionaryDomainValue,cfg.DictionaryDomainValue,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Fixed value or value range of a domain,,03_data_dictionary.md
cfg,DictionaryDomainValue,cfg.DictionaryDomainValue,3,DictionaryDomainId,bigint,"AK,FK",no,Owning domain,Fixed value or value range of a domain,,03_data_dictionary.md
cfg,DictionaryDomainValue,cfg.DictionaryDomainValue,4,LowValue,nvarchar(40),AK,no,Fixed value or interval start,Fixed value or value range of a domain,,03_data_dictionary.md
cfg,DictionaryDomainValue,cfg.DictionaryDomainValue,5,HighValue,nvarchar(40),,yes,Interval end (blank = single value),Fixed value or value range of a domain,,03_data_dictionary.md
cfg,DictionaryDomainValue,cfg.DictionaryDomainValue,6,Description,nvarchar(60),,no,Value text,Fixed value or value range of a domain,,03_data_dictionary.md
cfg,DictionaryDomainValue,cfg.DictionaryDomainValue,7,LanguageCode,nvarchar(2),"AK,FK",no,Text language,Fixed value or value range of a domain,,03_data_dictionary.md
cfg,DictionaryDomainValue,cfg.DictionaryDomainValue,8,DisplayOrder,int,,no,Order in drop-downs,Fixed value or value range of a domain,,03_data_dictionary.md
cfg,DictionaryDomainValue,cfg.DictionaryDomainValue,9,IsDefault,bit,,no,Proposed value,Fixed value or value range of a domain,,03_data_dictionary.md
cfg,DictionaryDomainValue,cfg.DictionaryDomainValue,10,CreatedAt,datetime2(3),,no,Creation timestamp (UTC),Fixed value or value range of a domain,,03_data_dictionary.md
cfg,DictionaryDomainValue,cfg.DictionaryDomainValue,11,CreatedBy,nvarchar(64),,no,Creating user name,Fixed value or value range of a domain,,03_data_dictionary.md
cfg,DictionaryDomainValue,cfg.DictionaryDomainValue,12,ModifiedAt,datetime2(3),,yes,Last change timestamp (UTC),Fixed value or value range of a domain,,03_data_dictionary.md
cfg,DictionaryDomainValue,cfg.DictionaryDomainValue,13,ModifiedBy,nvarchar(64),,yes,Last changing user name,Fixed value or value range of a domain,,03_data_dictionary.md
cfg,DictionaryDomainValue,cfg.DictionaryDomainValue,14,RowVersion,rowversion,,no,Optimistic concurrency token,Fixed value or value range of a domain,,03_data_dictionary.md
cfg,DictionaryDomainValue,cfg.DictionaryDomainValue,15,IsActive,bit,,no,Soft-delete / active flag (master + config only),Fixed value or value range of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,1,Id,bigint,PK,no,Surrogate key,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,2,TenantId,int,"FK,IX",no,Owning tenant — every query is filtered by it,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,3,DataElementName,nvarchar(64),AK,no,"Data element name, e.g. `DE_COMPANY_CODE`",Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,4,DictionaryDomainId,bigint,FK,no,Underlying domain,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,5,ShortDescription,nvarchar(255),,no,Description,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,6,ShortLabel,nvarchar(10),,yes,Short field label,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,7,MediumLabel,nvarchar(20),,yes,Medium field label,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,8,LongLabel,nvarchar(40),,yes,Long field label,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,9,HeaderLabel,nvarchar(55),,yes,Column header,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,10,SearchHelpId,bigint,FK,yes,Attached search help,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,11,SearchHelpParameter,nvarchar(64),,yes,Export parameter of the search help,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,12,ParameterId,nvarchar(20),,yes,User default (SET/GET parameter equivalent),Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
cfg,DictionaryDataElement,cfg.DictionaryDataElement,13,DocumentationText,nvarchar(max),,yes,F1 help text,Data element — business meaning and labels on top of a domain,,03_data_dictionary.md
